File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD16A2GF_061_PET_500m_doy2000001000000_aid0001,PET_500m,aid0001,01/01/2000,1,5.4,5.4,"(5.4,5.4)",5.4,0,0,5.4,5.4,5.4,5.4,5.4
MOD16A2GF_061_PET_500m_doy2000009000000_aid0001,PET_500m,aid0001,01/09/2000,1,5.8,5.8,"(5.8,5.8)",5.8,0,0,5.8,5.8,5.8,5.8,5.8
MOD16A2GF_061_PET_500m_doy2000017000000_aid0001,PET_500m,aid0001,01/17/2000,1,4.9,4.9,"(4.9,4.9)",4.9,0,0,4.9,4.9,4.9,4.9,4.9
MOD16A2GF_061_PET_500m_doy2000025000000_aid0001,PET_500m,aid0001,01/25/2000,1,4.9,4.9,"(4.9,4.9)",4.9,0,0,4.9,4.9,4.9,4.9,4.9
MOD16A2GF_061_PET_500m_doy2000033000000_aid0001,PET_500m,aid0001,02/02/2000,1,6.3,6.3,"(6.3,6.3)",6.3,0,0,6.3,6.3,6.3,6.3,6.3
MOD16A2GF_061_PET_500m_doy2000041000000_aid0001,PET_500m,aid0001,02/10/2000,1,8.3,8.3,"(8.3,8.3)",8.3,0,0,8.3,8.3,8.3,8.3,8.3
MOD16A2GF_061_PET_500m_doy2000049000000_aid0001,PET_500m,aid0001,02/18/2000,1,9.3,9.3,"(9.3,9.3)",9.3,0,0,9.3,9.3,9.3,9.3,9.3
MOD16A2GF_061_PET_500m_doy2000057000000_aid0001,PET_500m,aid0001,02/26/2000,1,13.8,13.8,"(13.8,13.8)",13.8,0,0,13.8,13.8,13.8,13.8,13.8
MOD16A2GF_061_PET_500m_doy2000065000000_aid0001,PET_500m,aid0001,03/05/2000,1,17.8,17.8,"(17.8,17.8)",17.8,0,0,17.8,17.8,17.8,17.8,17.8
MOD16A2GF_061_PET_500m_doy2000073000000_aid0001,PET_500m,aid0001,03/13/2000,1,16.7,16.7,"(16.7,16.7)",16.7,0,0,16.7,16.7,16.7,16.7,16.7
MOD16A2GF_061_PET_500m_doy2000081000000_aid0001,PET_500m,aid0001,03/21/2000,1,22.8,22.8,"(22.8,22.8)",22.8,0,0,22.8,22.8,22.8,22.8,22.8
MOD16A2GF_061_PET_500m_doy2000089000000_aid0001,PET_500m,aid0001,03/29/2000,1,21,21,"(21.0,21.0)",21,0,0,21,21,21,21,21
MOD16A2GF_061_PET_500m_doy2000097000000_aid0001,PET_500m,aid0001,04/06/2000,1,27.5,27.5,"(27.5,27.5)",27.5,0,0,27.5,27.5,27.5,27.5,27.5
MOD16A2GF_061_PET_500m_doy2000105000000_aid0001,PET_500m,aid0001,04/14/2000,1,21.4,21.4,"(21.4,21.4)",21.4,0,0,21.4,21.4,21.4,21.4,21.4
MOD16A2GF_061_PET_500m_doy2000113000000_aid0001,PET_500m,aid0001,04/22/2000,1,24,24,"(24.0,24.0)",24,0,0,24,24,24,24,24
MOD16A2GF_061_PET_500m_doy2000121000000_aid0001,PET_500m,aid0001,04/30/2000,1,39.6,39.6,"(39.6,39.6)",39.6,0,0,39.6,39.6,39.6,39.6,39.6
MOD16A2GF_061_PET_500m_doy2000129000000_aid0001,PET_500m,aid0001,05/08/2000,1,36.8,36.8,"(36.8,36.8)",36.8,0,0,36.8,36.8,36.8,36.8,36.8
MOD16A2GF_061_PET_500m_doy2000137000000_aid0001,PET_500m,aid0001,05/16/2000,1,27.9,27.9,"(27.9,27.9)",27.9,0,0,27.9,27.9,27.9,27.9,27.9
MOD16A2GF_061_PET_500m_doy2000145000000_aid0001,PET_500m,aid0001,05/24/2000,1,46.6,46.6,"(46.6,46.6)",46.6,0,0,46.6,46.6,46.6,46.6,46.6
MOD16A2GF_061_PET_500m_doy2000153000000_aid0001,PET_500m,aid0001,06/01/2000,1,46.3,46.3,"(46.3,46.3)",46.3,0,0,46.3,46.3,46.3,46.3,46.3
MOD16A2GF_061_PET_500m_doy2000161000000_aid0001,PET_500m,aid0001,06/09/2000,1,45.8,45.8,"(45.8,45.8)",45.8,0,0,45.8,45.8,45.8,45.8,45.8
MOD16A2GF_061_PET_500m_doy2000169000000_aid0001,PET_500m,aid0001,06/17/2000,1,51,51,"(51.0,51.0)",51,0,0,51,51,51,51,51
MOD16A2GF_061_PET_500m_doy2000177000000_aid0001,PET_500m,aid0001,06/25/2000,1,52.7,52.7,"(52.7,52.7)",52.7,0,0,52.7,52.7,52.7,52.7,52.7
MOD16A2GF_061_PET_500m_doy2000185000000_aid0001,PET_500m,aid0001,07/03/2000,1,48.8,48.8,"(48.8,48.8)",48.8,0,0,48.8,48.8,48.8,48.8,48.8
MOD16A2GF_061_PET_500m_doy2000193000000_aid0001,PET_500m,aid0001,07/11/2000,1,50.5,50.5,"(50.5,50.5)",50.5,0,0,50.5,50.5,50.5,50.5,50.5
MOD16A2GF_061_PET_500m_doy2000201000000_aid0001,PET_500m,aid0001,07/19/2000,1,37.9,37.9,"(37.9,37.9)",37.9,0,0,37.9,37.9,37.9,37.9,37.9
MOD16A2GF_061_PET_500m_doy2000209000000_aid0001,PET_500m,aid0001,07/27/2000,1,30.7,30.7,"(30.7,30.7)",30.7,0,0,30.7,30.7,30.7,30.7,30.7
MOD16A2GF_061_PET_500m_doy2000217000000_aid0001,PET_500m,aid0001,08/04/2000,1,48,48,"(48.0,48.0)",48,0,0,48,48,48,48,48
MOD16A2GF_061_PET_500m_doy2000225000000_aid0001,PET_500m,aid0001,08/12/2000,1,35.9,35.9,"(35.9,35.9)",35.9,0,0,35.9,35.9,35.9,35.9,35.9
MOD16A2GF_061_PET_500m_doy2000233000000_aid0001,PET_500m,aid0001,08/20/2000,1,43,43,"(43.0,43.0)",43,0,0,43,43,43,43,43
MOD16A2GF_061_PET_500m_doy2000241000000_aid0001,PET_500m,aid0001,08/28/2000,1,39.4,39.4,"(39.4,39.4)",39.4,0,0,39.4,39.4,39.4,39.4,39.4
MOD16A2GF_061_PET_500m_doy2000249000000_aid0001,PET_500m,aid0001,09/05/2000,1,36.6,36.6,"(36.6,36.6)",36.6,0,0,36.6,36.6,36.6,36.6,36.6
MOD16A2GF_061_PET_500m_doy2000257000000_aid0001,PET_500m,aid0001,09/13/2000,1,34.7,34.7,"(34.7,34.7)",34.7,0,0,34.7,34.7,34.7,34.7,34.7
MOD16A2GF_061_PET_500m_doy2000265000000_aid0001,PET_500m,aid0001,09/21/2000,1,24.4,24.4,"(24.4,24.4)",24.4,0,0,24.4,24.4,24.4,24.4,24.4
MOD16A2GF_061_PET_500m_doy2000273000000_aid0001,PET_500m,aid0001,09/29/2000,1,22,22,"(22.0,22.0)",22,0,0,22,22,22,22,22
MOD16A2GF_061_PET_500m_doy2000281000000_aid0001,PET_500m,aid0001,10/07/2000,1,19.9,19.9,"(19.9,19.9)",19.9,0,0,19.9,19.9,19.9,19.9,19.9
MOD16A2GF_061_PET_500m_doy2000289000000_aid0001,PET_500m,aid0001,10/15/2000,1,16.9,16.9,"(16.9,16.9)",16.9,0,0,16.9,16.9,16.9,16.9,16.9
MOD16A2GF_061_PET_500m_doy2000297000000_aid0001,PET_500m,aid0001,10/23/2000,1,17.6,17.6,"(17.6,17.6)",17.6,0,0,17.6,17.6,17.6,17.6,17.6
MOD16A2GF_061_PET_500m_doy2000305000000_aid0001,PET_500m,aid0001,10/31/2000,1,15,15,"(15.0,15.0)",15,0,0,15,15,15,15,15
MOD16A2GF_061_PET_500m_doy2000313000000_aid0001,PET_500m,aid0001,11/08/2000,1,8.3,8.3,"(8.3,8.3)",8.3,0,0,8.3,8.3,8.3,8.3,8.3
MOD16A2GF_061_PET_500m_doy2000321000000_aid0001,PET_500m,aid0001,11/16/2000,1,11,11,"(11.0,11.0)",11,0,0,11,11,11,11,11
MOD16A2GF_061_PET_500m_doy2000329000000_aid0001,PET_500m,aid0001,11/24/2000,1,8.2,8.2,"(8.2,8.2)",8.2,0,0,8.2,8.2,8.2,8.2,8.2
MOD16A2GF_061_PET_500m_doy2000337000000_aid0001,PET_500m,aid0001,12/02/2000,1,9.5,9.5,"(9.5,9.5)",9.5,0,0,9.5,9.5,9.5,9.5,9.5
MOD16A2GF_061_PET_500m_doy2000345000000_aid0001,PET_500m,aid0001,12/10/2000,1,5.5,5.5,"(5.5,5.5)",5.5,0,0,5.5,5.5,5.5,5.5,5.5
MOD16A2GF_061_PET_500m_doy2000353000000_aid0001,PET_500m,aid0001,12/18/2000,1,6.2,6.2,"(6.2,6.2)",6.2,0,0,6.2,6.2,6.2,6.2,6.2
MOD16A2GF_061_PET_500m_doy2000361000000_aid0001,PET_500m,aid0001,12/26/2000,1,3.7,3.7,"(3.7,3.7)",3.7,0,0,3.7,3.7,3.7,3.7,3.7
MOD16A2GF_061_PET_500m_doy2001001000000_aid0001,PET_500m,aid0001,01/01/2001,1,4.6,4.6,"(4.6,4.6)",4.6,0,0,4.6,4.6,4.6,4.6,4.6
MOD16A2GF_061_PET_500m_doy2001009000000_aid0001,PET_500m,aid0001,01/09/2001,1,5,5,"(5.0,5.0)",5,0,0,5,5,5,5,5
MOD16A2GF_061_PET_500m_doy2001017000000_aid0001,PET_500m,aid0001,01/17/2001,1,4.6,4.6,"(4.6,4.6)",4.6,0,0,4.6,4.6,4.6,4.6,4.6
MOD16A2GF_061_PET_500m_doy2001025000000_aid0001,PET_500m,aid0001,01/25/2001,1,5,5,"(5.0,5.0)",5,0,0,5,5,5,5,5
MOD16A2GF_061_PET_500m_doy2001033000000_aid0001,PET_500m,aid0001,02/02/2001,1,5.7,5.7,"(5.7,5.7)",5.7,0,0,5.7,5.7,5.7,5.7,5.7
MOD16A2GF_061_PET_500m_doy2001041000000_aid0001,PET_500m,aid0001,02/10/2001,1,10.2,10.2,"(10.2,10.2)",10.2,0,0,10.2,10.2,10.2,10.2,10.2
MOD16A2GF_061_PET_500m_doy2001049000000_aid0001,PET_500m,aid0001,02/18/2001,1,11.4,11.4,"(11.4,11.4)",11.4,0,0,11.4,11.4,11.4,11.4,11.4
MOD16A2GF_061_PET_500m_doy2001057000000_aid0001,PET_500m,aid0001,02/26/2001,1,10.1,10.1,"(10.1,10.1)",10.1,0,0,10.1,10.1,10.1,10.1,10.1
MOD16A2GF_061_PET_500m_doy2001065000000_aid0001,PET_500m,aid0001,03/06/2001,1,10.6,10.6,"(10.6,10.6)",10.6,0,0,10.6,10.6,10.6,10.6,10.6
MOD16A2GF_061_PET_500m_doy2001073000000_aid0001,PET_500m,aid0001,03/14/2001,1,20.4,20.4,"(20.4,20.4)",20.4,0,0,20.4,20.4,20.4,20.4,20.4
MOD16A2GF_061_PET_500m_doy2001081000000_aid0001,PET_500m,aid0001,03/22/2001,1,15.5,15.5,"(15.5,15.5)",15.5,0,0,15.5,15.5,15.5,15.5,15.5
MOD16A2GF_061_PET_500m_doy2001089000000_aid0001,PET_500m,aid0001,03/30/2001,1,20.4,20.4,"(20.4,20.4)",20.4,0,0,20.4,20.4,20.4,20.4,20.4
MOD16A2GF_061_PET_500m_doy2001097000000_aid0001,PET_500m,aid0001,04/07/2001,1,27,27,"(27.0,27.0)",27,0,0,27,27,27,27,27
MOD16A2GF_061_PET_500m_doy2001105000000_aid0001,PET_500m,aid0001,04/15/2001,1,31.3,31.3,"(31.3,31.3)",31.3,0,0,31.3,31.3,31.3,31.3,31.3
MOD16A2GF_061_PET_500m_doy2001113000000_aid0001,PET_500m,aid0001,04/23/2001,1,40.5,40.5,"(40.5,40.5)",40.5,0,0,40.5,40.5,40.5,40.5,40.5
MOD16A2GF_061_PET_500m_doy2001121000000_aid0001,PET_500m,aid0001,05/01/2001,1,49,49,"(49.0,49.0)",49,0,0,49,49,49,49,49
MOD16A2GF_061_PET_500m_doy2001129000000_aid0001,PET_500m,aid0001,05/09/2001,1,42.8,42.8,"(42.8,42.8)",42.8,0,0,42.8,42.8,42.8,42.8,42.8
MOD16A2GF_061_PET_500m_doy2001137000000_aid0001,PET_500m,aid0001,05/17/2001,1,34.2,34.2,"(34.2,34.2)",34.2,0,0,34.2,34.2,34.2,34.2,34.2
MOD16A2GF_061_PET_500m_doy2001145000000_aid0001,PET_500m,aid0001,05/25/2001,1,37.1,37.1,"(37.1,37.1)",37.1,0,0,37.1,37.1,37.1,37.1,37.1
MOD16A2GF_061_PET_500m_doy2001153000000_aid0001,PET_500m,aid0001,06/02/2001,1,46.9,46.9,"(46.9,46.9)",46.9,0,0,46.9,46.9,46.9,46.9,46.9
MOD16A2GF_061_PET_500m_doy2001161000000_aid0001,PET_500m,aid0001,06/10/2001,1,51.2,51.2,"(51.2,51.2)",51.2,0,0,51.2,51.2,51.2,51.2,51.2
MOD16A2GF_061_PET_500m_doy2001169000000_aid0001,PET_500m,aid0001,06/18/2001,1,47.7,47.7,"(47.7,47.7)",47.7,0,0,47.7,47.7,47.7,47.7,47.7
MOD16A2GF_061_PET_500m_doy2001177000000_aid0001,PET_500m,aid0001,06/26/2001,1,55.7,55.7,"(55.7,55.7)",55.7,0,0,55.7,55.7,55.7,55.7,55.7
MOD16A2GF_061_PET_500m_doy2001185000000_aid0001,PET_500m,aid0001,07/04/2001,1,49.3,49.3,"(49.3,49.3)",49.3,0,0,49.3,49.3,49.3,49.3,49.3
MOD16A2GF_061_PET_500m_doy2001193000000_aid0001,PET_500m,aid0001,07/12/2001,1,48.8,48.8,"(48.8,48.8)",48.8,0,0,48.8,48.8,48.8,48.8,48.8
MOD16A2GF_061_PET_500m_doy2001201000000_aid0001,PET_500m,aid0001,07/20/2001,1,51.8,51.8,"(51.8,51.8)",51.8,0,0,51.8,51.8,51.8,51.8,51.8
MOD16A2GF_061_PET_500m_doy2001209000000_aid0001,PET_500m,aid0001,07/28/2001,1,46.9,46.9,"(46.9,46.9)",46.9,0,0,46.9,46.9,46.9,46.9,46.9
MOD16A2GF_061_PET_500m_doy2001217000000_aid0001,PET_500m,aid0001,08/05/2001,1,48.2,48.2,"(48.2,48.2)",48.2,0,0,48.2,48.2,48.2,48.2,48.2
MOD16A2GF_061_PET_500m_doy2001225000000_aid0001,PET_500m,aid0001,08/13/2001,1,44.3,44.3,"(44.3,44.3)",44.3,0,0,44.3,44.3,44.3,44.3,44.3
MOD16A2GF_061_PET_500m_doy2001233000000_aid0001,PET_500m,aid0001,08/21/2001,1,42.9,42.9,"(42.9,42.9)",42.9,0,0,42.9,42.9,42.9,42.9,42.9
MOD16A2GF_061_PET_500m_doy2001241000000_aid0001,PET_500m,aid0001,08/29/2001,1,40.9,40.9,"(40.9,40.9)",40.9,0,0,40.9,40.9,40.9,40.9,40.9
MOD16A2GF_061_PET_500m_doy2001249000000_aid0001,PET_500m,aid0001,09/06/2001,1,38,38,"(38.0,38.0)",38,0,0,38,38,38,38,38
MOD16A2GF_061_PET_500m_doy2001257000000_aid0001,PET_500m,aid0001,09/14/2001,1,27.8,27.8,"(27.8,27.8)",27.8,0,0,27.8,27.8,27.8,27.8,27.8
MOD16A2GF_061_PET_500m_doy2001265000000_aid0001,PET_500m,aid0001,09/22/2001,1,26.6,26.6,"(26.6,26.6)",26.6,0,0,26.6,26.6,26.6,26.6,26.6
MOD16A2GF_061_PET_500m_doy2001273000000_aid0001,PET_500m,aid0001,09/30/2001,1,20.7,20.7,"(20.7,20.7)",20.7,0,0,20.7,20.7,20.7,20.7,20.7
MOD16A2GF_061_PET_500m_doy2001281000000_aid0001,PET_500m,aid0001,10/08/2001,1,22.5,22.5,"(22.5,22.5)",22.5,0,0,22.5,22.5,22.5,22.5,22.5
MOD16A2GF_061_PET_500m_doy2001289000000_aid0001,PET_500m,aid0001,10/16/2001,1,18.3,18.3,"(18.3,18.3)",18.3,0,0,18.3,18.3,18.3,18.3,18.3
MOD16A2GF_061_PET_500m_doy2001297000000_aid0001,PET_500m,aid0001,10/24/2001,1,17.5,17.5,"(17.5,17.5)",17.5,0,0,17.5,17.5,17.5,17.5,17.5
MOD16A2GF_061_PET_500m_doy2001305000000_aid0001,PET_500m,aid0001,11/01/2001,1,13.5,13.5,"(13.5,13.5)",13.5,0,0,13.5,13.5,13.5,13.5,13.5
MOD16A2GF_061_PET_500m_doy2001313000000_aid0001,PET_500m,aid0001,11/09/2001,1,12.5,12.5,"(12.5,12.5)",12.5,0,0,12.5,12.5,12.5,12.5,12.5
MOD16A2GF_061_PET_500m_doy2001321000000_aid0001,PET_500m,aid0001,11/17/2001,1,10.4,10.4,"(10.4,10.4)",10.4,0,0,10.4,10.4,10.4,10.4,10.4
MOD16A2GF_061_PET_500m_doy2001329000000_aid0001,PET_500m,aid0001,11/25/2001,1,7.6,7.6,"(7.6,7.6)",7.6,0,0,7.6,7.6,7.6,7.6,7.6
MOD16A2GF_061_PET_500m_doy2001337000000_aid0001,PET_500m,aid0001,12/03/2001,1,10,10,"(10.0,10.0)",10,0,0,10,10,10,10,10
MOD16A2GF_061_PET_500m_doy2001345000000_aid0001,PET_500m,aid0001,12/11/2001,1,4.4,4.4,"(4.4,4.4)",4.4,0,0,4.4,4.4,4.4,4.4,4.4
MOD16A2GF_061_PET_500m_doy2001353000000_aid0001,PET_500m,aid0001,12/19/2001,1,6.7,6.7,"(6.7,6.7)",6.7,0,0,6.7,6.7,6.7,6.7,6.7
MOD16A2GF_061_PET_500m_doy2001361000000_aid0001,PET_500m,aid0001,12/27/2001,1,4.4,4.4,"(4.4,4.4)",4.4,0,0,4.4,4.4,4.4,4.4,4.4
MOD16A2GF_061_PET_500m_doy2002001000000_aid0001,PET_500m,aid0001,01/01/2002,1,6.1,6.1,"(6.1,6.1)",6.1,0,0,6.1,6.1,6.1,6.1,6.1
MOD16A2GF_061_PET_500m_doy2002009000000_aid0001,PET_500m,aid0001,01/09/2002,1,4.4,4.4,"(4.4,4.4)",4.4,0,0,4.4,4.4,4.4,4.4,4.4
MOD16A2GF_061_PET_500m_doy2002017000000_aid0001,PET_500m,aid0001,01/17/2002,1,6,6,"(6.0,6.0)",6,0,0,6,6,6,6,6
MOD16A2GF_061_PET_500m_doy2002025000000_aid0001,PET_500m,aid0001,01/25/2002,1,6.9,6.9,"(6.9,6.9)",6.9,0,0,6.9,6.9,6.9,6.9,6.9
MOD16A2GF_061_PET_500m_doy2002033000000_aid0001,PET_500m,aid0001,02/02/2002,1,10.3,10.3,"(10.3,10.3)",10.3,0,0,10.3,10.3,10.3,10.3,10.3
MOD16A2GF_061_PET_500m_doy2002041000000_aid0001,PET_500m,aid0001,02/10/2002,1,7.8,7.8,"(7.8,7.8)",7.8,0,0,7.8,7.8,7.8,7.8,7.8
MOD16A2GF_061_PET_500m_doy2002049000000_aid0001,PET_500m,aid0001,02/18/2002,1,13.4,13.4,"(13.4,13.4)",13.4,0,0,13.4,13.4,13.4,13.4,13.4
MOD16A2GF_061_PET_500m_doy2002057000000_aid0001,PET_500m,aid0001,02/26/2002,1,12.1,12.1,"(12.1,12.1)",12.1,0,0,12.1,12.1,12.1,12.1,12.1
MOD16A2GF_061_PET_500m_doy2002065000000_aid0001,PET_500m,aid0001,03/06/2002,1,14.8,14.8,"(14.8,14.8)",14.8,0,0,14.8,14.8,14.8,14.8,14.8
MOD16A2GF_061_PET_500m_doy2002073000000_aid0001,PET_500m,aid0001,03/14/2002,1,15,15,"(15.0,15.0)",15,0,0,15,15,15,15,15
MOD16A2GF_061_PET_500m_doy2002081000000_aid0001,PET_500m,aid0001,03/22/2002,1,19.7,19.7,"(19.7,19.7)",19.7,0,0,19.7,19.7,19.7,19.7,19.7
MOD16A2GF_061_PET_500m_doy2002089000000_aid0001,PET_500m,aid0001,03/30/2002,1,25.7,25.7,"(25.7,25.7)",25.7,0,0,25.7,25.7,25.7,25.7,25.7
MOD16A2GF_061_PET_500m_doy2002097000000_aid0001,PET_500m,aid0001,04/07/2002,1,32.5,32.5,"(32.5,32.5)",32.5,0,0,32.5,32.5,32.5,32.5,32.5
MOD16A2GF_061_PET_500m_doy2002105000000_aid0001,PET_500m,aid0001,04/15/2002,1,35,35,"(35.0,35.0)",35,0,0,35,35,35,35,35
MOD16A2GF_061_PET_500m_doy2002113000000_aid0001,PET_500m,aid0001,04/23/2002,1,28.4,28.4,"(28.4,28.4)",28.4,0,0,28.4,28.4,28.4,28.4,28.4
MOD16A2GF_061_PET_500m_doy2002121000000_aid0001,PET_500m,aid0001,05/01/2002,1,39.2,39.2,"(39.2,39.2)",39.2,0,0,39.2,39.2,39.2,39.2,39.2
MOD16A2GF_061_PET_500m_doy2002129000000_aid0001,PET_500m,aid0001,05/09/2002,1,33,33,"(33.0,33.0)",33,0,0,33,33,33,33,33
MOD16A2GF_061_PET_500m_doy2002137000000_aid0001,PET_500m,aid0001,05/17/2002,1,41.4,41.4,"(41.4,41.4)",41.4,0,0,41.4,41.4,41.4,41.4,41.4
MOD16A2GF_061_PET_500m_doy2002145000000_aid0001,PET_500m,aid0001,05/25/2002,1,44.7,44.7,"(44.7,44.7)",44.7,0,0,44.7,44.7,44.7,44.7,44.7
MOD16A2GF_061_PET_500m_doy2002153000000_aid0001,PET_500m,aid0001,06/02/2002,1,45.7,45.7,"(45.7,45.7)",45.7,0,0,45.7,45.7,45.7,45.7,45.7
MOD16A2GF_061_PET_500m_doy2002161000000_aid0001,PET_500m,aid0001,06/10/2002,1,37.6,37.6,"(37.6,37.6)",37.6,0,0,37.6,37.6,37.6,37.6,37.6
MOD16A2GF_061_PET_500m_doy2002169000000_aid0001,PET_500m,aid0001,06/18/2002,1,54,54,"(54.0,54.0)",54,0,0,54,54,54,54,54
MOD16A2GF_061_PET_500m_doy2002177000000_aid0001,PET_500m,aid0001,06/26/2002,1,52.2,52.2,"(52.2,52.2)",52.2,0,0,52.2,52.2,52.2,52.2,52.2
MOD16A2GF_061_PET_500m_doy2002185000000_aid0001,PET_500m,aid0001,07/04/2002,1,51.4,51.4,"(51.4,51.4)",51.4,0,0,51.4,51.4,51.4,51.4,51.4
MOD16A2GF_061_PET_500m_doy2002193000000_aid0001,PET_500m,aid0001,07/12/2002,1,52,52,"(52.0,52.0)",52,0,0,52,52,52,52,52
MOD16A2GF_061_PET_500m_doy2002201000000_aid0001,PET_500m,aid0001,07/20/2002,1,52.7,52.7,"(52.7,52.7)",52.7,0,0,52.7,52.7,52.7,52.7,52.7
MOD16A2GF_061_PET_500m_doy2002209000000_aid0001,PET_500m,aid0001,07/28/2002,1,54,54,"(54.0,54.0)",54,0,0,54,54,54,54,54
MOD16A2GF_061_PET_500m_doy2002217000000_aid0001,PET_500m,aid0001,08/05/2002,1,49.6,49.6,"(49.6,49.6)",49.6,0,0,49.6,49.6,49.6,49.6,49.6
MOD16A2GF_061_PET_500m_doy2002225000000_aid0001,PET_500m,aid0001,08/13/2002,1,46.7,46.7,"(46.7,46.7)",46.7,0,0,46.7,46.7,46.7,46.7,46.7
MOD16A2GF_061_PET_500m_doy2002233000000_aid0001,PET_500m,aid0001,08/21/2002,1,38.1,38.1,"(38.1,38.1)",38.1,0,0,38.1,38.1,38.1,38.1,38.1
MOD16A2GF_061_PET_500m_doy2002241000000_aid0001,PET_500m,aid0001,08/29/2002,1,30.3,30.3,"(30.3,30.3)",30.3,0,0,30.3,30.3,30.3,30.3,30.3
MOD16A2GF_061_PET_500m_doy2002249000000_aid0001,PET_500m,aid0001,09/06/2002,1,38.7,38.7,"(38.7,38.7)",38.7,0,0,38.7,38.7,38.7,38.7,38.7
MOD16A2GF_061_PET_500m_doy2002257000000_aid0001,PET_500m,aid0001,09/14/2002,1,33.2,33.2,"(33.2,33.2)",33.2,0,0,33.2,33.2,33.2,33.2,33.2
MOD16A2GF_061_PET_500m_doy2002265000000_aid0001,PET_500m,aid0001,09/22/2002,1,25.5,25.5,"(25.5,25.5)",25.5,0,0,25.5,25.5,25.5,25.5,25.5
MOD16A2GF_061_PET_500m_doy2002273000000_aid0001,PET_500m,aid0001,09/30/2002,1,25.2,25.2,"(25.2,25.2)",25.2,0,0,25.2,25.2,25.2,25.2,25.2
MOD16A2GF_061_PET_500m_doy2002281000000_aid0001,PET_500m,aid0001,10/08/2002,1,16,16,"(16.0,16.0)",16,0,0,16,16,16,16,16
MOD16A2GF_061_PET_500m_doy2002289000000_aid0001,PET_500m,aid0001,10/16/2002,1,14.7,14.7,"(14.7,14.7)",14.7,0,0,14.7,14.7,14.7,14.7,14.7
MOD16A2GF_061_PET_500m_doy2002297000000_aid0001,PET_500m,aid0001,10/24/2002,1,12.4,12.4,"(12.4,12.4)",12.4,0,0,12.4,12.4,12.4,12.4,12.4
MOD16A2GF_061_PET_500m_doy2002305000000_aid0001,PET_500m,aid0001,11/01/2002,1,9.9,9.9,"(9.9,9.9)",9.9,0,0,9.9,9.9,9.9,9.9,9.9
MOD16A2GF_061_PET_500m_doy2002313000000_aid0001,PET_500m,aid0001,11/09/2002,1,6.3,6.3,"(6.3,6.3)",6.3,0,0,6.3,6.3,6.3,6.3,6.3
MOD16A2GF_061_PET_500m_doy2002321000000_aid0001,PET_500m,aid0001,11/17/2002,1,4.8,4.8,"(4.8,4.8)",4.8,0,0,4.8,4.8,4.8,4.8,4.8
MOD16A2GF_061_PET_500m_doy2002329000000_aid0001,PET_500m,aid0001,11/25/2002,1,6.1,6.1,"(6.1,6.1)",6.1,0,0,6.1,6.1,6.1,6.1,6.1
MOD16A2GF_061_PET_500m_doy2002337000000_aid0001,PET_500m,aid0001,12/03/2002,1,5.1,5.1,"(5.1,5.1)",5.1,0,0,5.1,5.1,5.1,5.1,5.1
MOD16A2GF_061_PET_500m_doy2002345000000_aid0001,PET_500m,aid0001,12/11/2002,1,4,4,"(4.0,4.0)",4,0,0,4,4,4,4,4
MOD16A2GF_061_PET_500m_doy2002353000000_aid0001,PET_500m,aid0001,12/19/2002,1,4.1,4.1,"(4.1,4.1)",4.1,0,0,4.1,4.1,4.1,4.1,4.1
MOD16A2GF_061_PET_500m_doy2002361000000_aid0001,PET_500m,aid0001,12/27/2002,1,2.2,2.2,"(2.2,2.2)",2.2,0,0,2.2,2.2,2.2,2.2,2.2
MOD16A2GF_061_PET_500m_doy2003001000000_aid0001,PET_500m,aid0001,01/01/2003,1,3,3,"(3.0,3.0)",3,0,0,3,3,3,3,3
MOD16A2GF_061_PET_500m_doy2003009000000_aid0001,PET_500m,aid0001,01/09/2003,1,3.1,3.1,"(3.1,3.1)",3.1,0,0,3.1,3.1,3.1,3.1,3.1
MOD16A2GF_061_PET_500m_doy2003017000000_aid0001,PET_500m,aid0001,01/17/2003,1,3.4,3.4,"(3.4,3.4)",3.4,0,0,3.4,3.4,3.4,3.4,3.4
MOD16A2GF_061_PET_500m_doy2003025000000_aid0001,PET_500m,aid0001,01/25/2003,1,3.7,3.7,"(3.7,3.7)",3.7,0,0,3.7,3.7,3.7,3.7,3.7
MOD16A2GF_061_PET_500m_doy2003033000000_aid0001,PET_500m,aid0001,02/02/2003,1,5,5,"(5.0,5.0)",5,0,0,5,5,5,5,5
MOD16A2GF_061_PET_500m_doy2003041000000_aid0001,PET_500m,aid0001,02/10/2003,1,4.6,4.6,"(4.6,4.6)",4.6,0,0,4.6,4.6,4.6,4.6,4.6
MOD16A2GF_061_PET_500m_doy2003049000000_aid0001,PET_500m,aid0001,02/18/2003,1,7,7,"(7.0,7.0)",7,0,0,7,7,7,7,7
MOD16A2GF_061_PET_500m_doy2003057000000_aid0001,PET_500m,aid0001,02/26/2003,1,7.6,7.6,"(7.6,7.6)",7.6,0,0,7.6,7.6,7.6,7.6,7.6
MOD16A2GF_061_PET_500m_doy2003065000000_aid0001,PET_500m,aid0001,03/06/2003,1,11.4,11.4,"(11.4,11.4)",11.4,0,0,11.4,11.4,11.4,11.4,11.4
