File,aid,Date,0,8,16,32,40,48,65,73,81,97,105,113,157
ET_QC_500m_2001009_aid0003,aid0003,2001-01-09 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2001017_aid0003,aid0003,2001-01-17 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2001025_aid0003,aid0003,2001-01-25 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2001033_aid0003,aid0003,2001-02-02 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2001041_aid0003,aid0003,2001-02-10 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2001049_aid0003,aid0003,2001-02-18 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2001057_aid0003,aid0003,2001-02-26 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2001065_aid0003,aid0003,2001-03-06 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2001073_aid0003,aid0003,2001-03-14 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2001081_aid0003,aid0003,2001-03-22 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2001089_aid0003,aid0003,2001-03-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001097_aid0003,aid0003,2001-04-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001105_aid0003,aid0003,2001-04-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001113_aid0003,aid0003,2001-04-23 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001121_aid0003,aid0003,2001-05-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001129_aid0003,aid0003,2001-05-09 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2001137_aid0003,aid0003,2001-05-17 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2001145_aid0003,aid0003,2001-05-25 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2001153_aid0003,aid0003,2001-06-02 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2001161_aid0003,aid0003,2001-06-10 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2001185_aid0003,aid0003,2001-07-04 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001193_aid0003,aid0003,2001-07-12 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2001201_aid0003,aid0003,2001-07-20 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2001209_aid0003,aid0003,2001-07-28 00:00:00+00:00,,,,,,,,,,,,1.0,
ET_QC_500m_2001217_aid0003,aid0003,2001-08-05 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2001225_aid0003,aid0003,2001-08-13 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2001233_aid0003,aid0003,2001-08-21 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2001241_aid0003,aid0003,2001-08-29 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2001249_aid0003,aid0003,2001-09-06 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2001257_aid0003,aid0003,2001-09-14 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2001265_aid0003,aid0003,2001-09-22 00:00:00+00:00,,,,,,1.0,,,,,,,
ET_QC_500m_2001273_aid0003,aid0003,2001-09-30 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2001281_aid0003,aid0003,2001-10-08 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2001289_aid0003,aid0003,2001-10-16 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001297_aid0003,aid0003,2001-10-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001305_aid0003,aid0003,2001-11-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001313_aid0003,aid0003,2001-11-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001321_aid0003,aid0003,2001-11-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001329_aid0003,aid0003,2001-11-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001337_aid0003,aid0003,2001-12-03 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001345_aid0003,aid0003,2001-12-11 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001353_aid0003,aid0003,2001-12-19 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2001361_aid0003,aid0003,2001-12-27 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002001_aid0003,aid0003,2002-01-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002009_aid0003,aid0003,2002-01-09 00:00:00+00:00,,,,,,,,,,,,1.0,
ET_QC_500m_2002017_aid0003,aid0003,2002-01-17 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2002025_aid0003,aid0003,2002-01-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002033_aid0003,aid0003,2002-02-02 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002041_aid0003,aid0003,2002-02-10 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002049_aid0003,aid0003,2002-02-18 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002057_aid0003,aid0003,2002-02-26 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002065_aid0003,aid0003,2002-03-06 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2002073_aid0003,aid0003,2002-03-14 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002081_aid0003,aid0003,2002-03-22 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2002089_aid0003,aid0003,2002-03-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002097_aid0003,aid0003,2002-04-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002105_aid0003,aid0003,2002-04-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002113_aid0003,aid0003,2002-04-23 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2002121_aid0003,aid0003,2002-05-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002129_aid0003,aid0003,2002-05-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002137_aid0003,aid0003,2002-05-17 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002145_aid0003,aid0003,2002-05-25 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2002153_aid0003,aid0003,2002-06-02 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002161_aid0003,aid0003,2002-06-10 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002169_aid0003,aid0003,2002-06-18 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2002177_aid0003,aid0003,2002-06-26 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2002185_aid0003,aid0003,2002-07-04 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002193_aid0003,aid0003,2002-07-12 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2002201_aid0003,aid0003,2002-07-20 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2002209_aid0003,aid0003,2002-07-28 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002217_aid0003,aid0003,2002-08-05 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002225_aid0003,aid0003,2002-08-13 00:00:00+00:00,,,,,,,,,,,,1.0,
ET_QC_500m_2002233_aid0003,aid0003,2002-08-21 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002241_aid0003,aid0003,2002-08-29 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2002249_aid0003,aid0003,2002-09-06 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002257_aid0003,aid0003,2002-09-14 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002265_aid0003,aid0003,2002-09-22 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002273_aid0003,aid0003,2002-09-30 00:00:00+00:00,,,,,,1.0,,,,,,,
ET_QC_500m_2002281_aid0003,aid0003,2002-10-08 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2002289_aid0003,aid0003,2002-10-16 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002297_aid0003,aid0003,2002-10-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002305_aid0003,aid0003,2002-11-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002313_aid0003,aid0003,2002-11-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002321_aid0003,aid0003,2002-11-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002329_aid0003,aid0003,2002-11-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002337_aid0003,aid0003,2002-12-03 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2002345_aid0003,aid0003,2002-12-11 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002353_aid0003,aid0003,2002-12-19 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2002361_aid0003,aid0003,2002-12-27 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2003001_aid0003,aid0003,2003-01-01 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003009_aid0003,aid0003,2003-01-09 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003017_aid0003,aid0003,2003-01-17 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003025_aid0003,aid0003,2003-01-25 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2003033_aid0003,aid0003,2003-02-02 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003041_aid0003,aid0003,2003-02-10 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003049_aid0003,aid0003,2003-02-18 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003057_aid0003,aid0003,2003-02-26 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2003065_aid0003,aid0003,2003-03-06 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003073_aid0003,aid0003,2003-03-14 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003081_aid0003,aid0003,2003-03-22 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003089_aid0003,aid0003,2003-03-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003097_aid0003,aid0003,2003-04-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003105_aid0003,aid0003,2003-04-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003113_aid0003,aid0003,2003-04-23 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003121_aid0003,aid0003,2003-05-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003129_aid0003,aid0003,2003-05-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003137_aid0003,aid0003,2003-05-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003145_aid0003,aid0003,2003-05-25 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2003153_aid0003,aid0003,2003-06-02 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2003161_aid0003,aid0003,2003-06-10 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2003169_aid0003,aid0003,2003-06-18 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2003177_aid0003,aid0003,2003-06-26 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2003185_aid0003,aid0003,2003-07-04 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2003193_aid0003,aid0003,2003-07-12 00:00:00+00:00,,,,,,1.0,,,,,,,
ET_QC_500m_2003201_aid0003,aid0003,2003-07-20 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2003209_aid0003,aid0003,2003-07-28 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2003217_aid0003,aid0003,2003-08-05 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003225_aid0003,aid0003,2003-08-13 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003233_aid0003,aid0003,2003-08-21 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2003241_aid0003,aid0003,2003-08-29 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2003249_aid0003,aid0003,2003-09-06 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2003257_aid0003,aid0003,2003-09-14 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2003265_aid0003,aid0003,2003-09-22 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2003273_aid0003,aid0003,2003-09-30 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2003281_aid0003,aid0003,2003-10-08 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2003289_aid0003,aid0003,2003-10-16 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003297_aid0003,aid0003,2003-10-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003305_aid0003,aid0003,2003-11-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003313_aid0003,aid0003,2003-11-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003321_aid0003,aid0003,2003-11-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003329_aid0003,aid0003,2003-11-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003337_aid0003,aid0003,2003-12-03 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003345_aid0003,aid0003,2003-12-11 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003353_aid0003,aid0003,2003-12-19 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2003361_aid0003,aid0003,2003-12-27 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004001_aid0003,aid0003,2004-01-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004009_aid0003,aid0003,2004-01-09 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2004017_aid0003,aid0003,2004-01-17 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2004025_aid0003,aid0003,2004-01-25 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2004033_aid0003,aid0003,2004-02-02 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2004041_aid0003,aid0003,2004-02-10 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2004049_aid0003,aid0003,2004-02-18 00:00:00+00:00,,,,,,,,,,,,1.0,
ET_QC_500m_2004057_aid0003,aid0003,2004-02-26 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2004065_aid0003,aid0003,2004-03-05 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004073_aid0003,aid0003,2004-03-13 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004081_aid0003,aid0003,2004-03-21 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004089_aid0003,aid0003,2004-03-29 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004097_aid0003,aid0003,2004-04-06 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004105_aid0003,aid0003,2004-04-14 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004113_aid0003,aid0003,2004-04-22 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004121_aid0003,aid0003,2004-04-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004129_aid0003,aid0003,2004-05-08 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004137_aid0003,aid0003,2004-05-16 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004145_aid0003,aid0003,2004-05-24 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004153_aid0003,aid0003,2004-06-01 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004161_aid0003,aid0003,2004-06-09 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2004169_aid0003,aid0003,2004-06-17 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004177_aid0003,aid0003,2004-06-25 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004185_aid0003,aid0003,2004-07-03 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004193_aid0003,aid0003,2004-07-11 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2004201_aid0003,aid0003,2004-07-19 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2004209_aid0003,aid0003,2004-07-27 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2004217_aid0003,aid0003,2004-08-04 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004225_aid0003,aid0003,2004-08-12 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2004233_aid0003,aid0003,2004-08-20 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2004241_aid0003,aid0003,2004-08-28 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004249_aid0003,aid0003,2004-09-05 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004257_aid0003,aid0003,2004-09-13 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004265_aid0003,aid0003,2004-09-21 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004273_aid0003,aid0003,2004-09-29 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004281_aid0003,aid0003,2004-10-07 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2004289_aid0003,aid0003,2004-10-15 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2004297_aid0003,aid0003,2004-10-23 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2004305_aid0003,aid0003,2004-10-31 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004313_aid0003,aid0003,2004-11-08 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004321_aid0003,aid0003,2004-11-16 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2004329_aid0003,aid0003,2004-11-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004337_aid0003,aid0003,2004-12-02 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004345_aid0003,aid0003,2004-12-10 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2004353_aid0003,aid0003,2004-12-18 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2004361_aid0003,aid0003,2004-12-26 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2005001_aid0003,aid0003,2005-01-01 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2005009_aid0003,aid0003,2005-01-09 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2005017_aid0003,aid0003,2005-01-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005025_aid0003,aid0003,2005-01-25 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2005033_aid0003,aid0003,2005-02-02 00:00:00+00:00,,,,,,,,,,,,1.0,
ET_QC_500m_2005041_aid0003,aid0003,2005-02-10 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2005049_aid0003,aid0003,2005-02-18 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2005057_aid0003,aid0003,2005-02-26 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2005065_aid0003,aid0003,2005-03-06 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2005073_aid0003,aid0003,2005-03-14 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2005081_aid0003,aid0003,2005-03-22 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005089_aid0003,aid0003,2005-03-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005097_aid0003,aid0003,2005-04-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005105_aid0003,aid0003,2005-04-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005113_aid0003,aid0003,2005-04-23 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005121_aid0003,aid0003,2005-05-01 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2005129_aid0003,aid0003,2005-05-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005137_aid0003,aid0003,2005-05-17 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005145_aid0003,aid0003,2005-05-25 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2005153_aid0003,aid0003,2005-06-02 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005161_aid0003,aid0003,2005-06-10 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2005169_aid0003,aid0003,2005-06-18 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2005177_aid0003,aid0003,2005-06-26 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005185_aid0003,aid0003,2005-07-04 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2005193_aid0003,aid0003,2005-07-12 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005201_aid0003,aid0003,2005-07-20 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005209_aid0003,aid0003,2005-07-28 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005217_aid0003,aid0003,2005-08-05 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005225_aid0003,aid0003,2005-08-13 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2005233_aid0003,aid0003,2005-08-21 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005241_aid0003,aid0003,2005-08-29 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005249_aid0003,aid0003,2005-09-06 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005257_aid0003,aid0003,2005-09-14 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005265_aid0003,aid0003,2005-09-22 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005273_aid0003,aid0003,2005-09-30 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2005281_aid0003,aid0003,2005-10-08 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2005289_aid0003,aid0003,2005-10-16 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2005297_aid0003,aid0003,2005-10-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005305_aid0003,aid0003,2005-11-01 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2005313_aid0003,aid0003,2005-11-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005321_aid0003,aid0003,2005-11-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005329_aid0003,aid0003,2005-11-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005337_aid0003,aid0003,2005-12-03 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2005345_aid0003,aid0003,2005-12-11 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2005353_aid0003,aid0003,2005-12-19 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2005361_aid0003,aid0003,2005-12-27 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006001_aid0003,aid0003,2006-01-01 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2006009_aid0003,aid0003,2006-01-09 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2006017_aid0003,aid0003,2006-01-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006025_aid0003,aid0003,2006-01-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006033_aid0003,aid0003,2006-02-02 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006041_aid0003,aid0003,2006-02-10 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006049_aid0003,aid0003,2006-02-18 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006057_aid0003,aid0003,2006-02-26 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2006065_aid0003,aid0003,2006-03-06 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006073_aid0003,aid0003,2006-03-14 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006081_aid0003,aid0003,2006-03-22 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006089_aid0003,aid0003,2006-03-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006097_aid0003,aid0003,2006-04-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006105_aid0003,aid0003,2006-04-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006113_aid0003,aid0003,2006-04-23 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006121_aid0003,aid0003,2006-05-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006129_aid0003,aid0003,2006-05-09 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2006137_aid0003,aid0003,2006-05-17 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2006145_aid0003,aid0003,2006-05-25 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006153_aid0003,aid0003,2006-06-02 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2006161_aid0003,aid0003,2006-06-10 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006169_aid0003,aid0003,2006-06-18 00:00:00+00:00,,,,,,,,,,,,1.0,
